politica_escrita,tamanho_linha,numero_linhas,associatividade,hit_time,politica_subs,tempo_mp_leitura,tempo_mp_escrita,total_acessos,total_leituras,total_escritas,leitura_mp,escrita_mp,total_mp,taxa_acerto_global,taxa_acerto_leitura,taxa_acerto_escrita,tempo_medio
Write-Through,128,16,4,5,Aleatoria,70,70,51200,45056,6144,23147,6144,29291,54.7910,52.9652,68.1803,36.6463
