politica_escrita,tamanho_linha,numero_linhas,associatividade,hit_time,politica_subs,tempo_mp_leitura,tempo_mp_escrita,total_acessos,total_leituras,total_escritas,leitura_mp,escrita_mp,total_mp,taxa_acerto_global,taxa_acerto_leitura,taxa_acerto_escrita,tempo_medio
Write-Through,128,128,4,5,Aleatoria,70,70,51200,45056,6144,1058,6144,7202,9.7934,9.8145,9.6387,6.4465
